timestamp,Value_forecast,zscore_forecast,rolling_mean_forecast,rolling_std_forecast,first_difference_forecast
2023-11-13T00:00:00,126.9215087890625,0.9889580607414246,130.6987762451172,4.875807762145996,0.21637743711471558
2023-11-14T00:00:00,127.65309143066406,1.0157642364501953,130.72579956054688,5.434592247009277,7.255382537841797
2023-11-15T00:00:00,129.778076171875,1.0936274528503418,130.72601318359375,5.327982425689697,2.0906565189361572
2023-11-16T00:00:00,129.20867919921875,1.0727636814117432,130.67401123046875,3.5094666481018066,-4.705862522125244
2023-11-17T00:00:00,127.1771469116211,0.9983250498771667,130.60752868652344,4.363418102264404,6.335144996643066
2023-11-18T00:00:00,128.81295776367188,1.0582640171051025,130.58189392089844,4.412788391113281,-5.003179550170898
2023-11-19T00:00:00,129.52386474609375,1.0843122005462646,130.56448364257812,3.9494519233703613,1.3754597902297974
2023-11-20T00:00:00,127.270263671875,1.0017368793487549,130.6987762451172,3.715369939804077,2.8447227478027344
2023-11-21T00:00:00,130.5384063720703,1.1214869022369385,130.72579956054688,3.3926949501037598,-0.9962103366851807
2023-11-22T00:00:00,128.34945678710938,1.0412805080413818,130.72601318359375,3.6259422302246094,-1.4983025789260864
2023-11-23T00:00:00,127.92284393310547,1.025648593902588,130.67401123046875,3.6942739486694336,-0.3171123266220093
2023-11-24T00:00:00,129.10983276367188,1.0691413879394531,130.60752868652344,3.3144726753234863,-1.4548851251602173
2023-11-25T00:00:00,129.08538818359375,1.0682461261749268,130.58189392089844,3.492065191268921,3.6870827674865723
2023-11-26T00:00:00,127.91618347167969,1.0254042148590088,130.56448364257812,3.6155591011047363,-1.2692605257034302
2023-11-27T00:00:00,127.4761962890625,1.0092825889587402,130.6987762451172,3.923549175262451,-2.1540656089782715
2023-11-28T00:00:00,128.62908935546875,1.0515267848968506,130.72579956054688,3.7791810035705566,5.3254075050354
2023-11-29T00:00:00,129.4761962890625,1.0825660228729248,130.72601318359375,3.603879928588867,-2.180136203765869
2023-11-30T00:00:00,129.24005126953125,1.0739130973815918,130.67401123046875,4.185009956359863,5.259075164794922
2023-12-01T00:00:00,129.6466827392578,1.0888128280639648,130.60728454589844,4.623166084289551,-2.649305820465088
2023-12-02T00:00:00,128.86207580566406,1.0600636005401611,130.58164978027344,3.880511522293091,2.308790683746338
2023-12-03T00:00:00,128.468994140625,1.0456604957580566,130.56423950195312,3.4825243949890137,6.015746593475342
2023-12-04T00:00:00,126.43544006347656,0.9711474776268005,130.6987762451172,4.269056797027588,-4.281887531280518
2023-12-05T00:00:00,128.90948486328125,1.0618007183074951,130.72579956054688,4.541967868804932,2.184023380279541
2023-12-06T00:00:00,129.58709716796875,1.0866296291351318,130.72601318359375,5.007169723510742,3.8032946586608887
2023-12-07T00:00:00,128.90750122070312,1.0617280006408691,130.67376708984375,4.997044563293457,4.7444539070129395
2023-12-08T00:00:00,129.44204711914062,1.0813148021697998,130.60728454589844,4.921969890594482,-3.924912929534912
2023-12-09T00:00:00,128.8897705078125,1.0610785484313965,130.58164978027344,4.884675979614258,1.2897499799728394
2023-12-10T00:00:00,129.0326690673828,1.066314458847046,130.56423950195312,6.16289758682251,-7.398868083953857
2023-12-11T00:00:00,127.4718017578125,1.0091216564178467,130.6987762451172,6.23282527923584,2.089315414428711
2023-12-12T00:00:00,129.17037963867188,1.0713601112365723,130.72579956054688,6.477254390716553,-4.808103084564209
2023-12-13T00:00:00,129.23004150390625,1.0735464096069336,130.72601318359375,6.396800994873047,-0.7382574081420898
2023-12-14T00:00:00,128.4976806640625,1.0467112064361572,130.67376708984375,5.923833847045898,1.818444848060608
2023-12-15T00:00:00,129.40805053710938,1.080068826675415,130.60728454589844,5.8587846755981445,0.9462224841117859
2023-12-16T00:00:00,128.9534912109375,1.063413143157959,130.58164978027344,5.73840856552124,2.454214572906494
2023-12-17T00:00:00,129.426513671875,1.0807454586029053,130.56423950195312,5.6685099601745605,-0.5446913242340088
2023-12-18T00:00:00,126.73680114746094,0.982189953327179,130.6987762451172,3.8329010009765625,-3.1510872840881348
2023-12-19T00:00:00,128.52288818359375,1.0476353168487549,130.72579956054688,3.4001238346099854,1.581018328666687
2023-12-20T00:00:00,128.13165283203125,1.0332996845245361,130.72601318359375,3.740018129348755,2.0140085220336914
2023-12-21T00:00:00,129.13015747070312,1.0698862075805664,130.67376708984375,3.518338441848755,2.658751964569092
2023-12-22T00:00:00,129.10198974609375,1.0688540935516357,130.60728454589844,3.0744223594665527,0.4071711599826813
2023-12-23T00:00:00,129.05445861816406,1.067112684249878,130.58164978027344,3.0914835929870605,-1.235066533088684
2023-12-24T00:00:00,128.99476623535156,1.0649256706237793,130.56423950195312,3.885390281677246,6.565404891967773
2023-12-25T00:00:00,127.031005859375,0.9929700493812561,130.6987762451172,3.4870619773864746,3.106827735900879
2023-12-26T00:00:00,128.8255157470703,1.0587239265441895,130.72579956054688,4.378970146179199,-1.8683732748031616
2023-12-27T00:00:00,129.091796875,1.068481206893921,130.72601318359375,4.744518280029297,-1.5076136589050293
2023-12-28T00:00:00,129.14263916015625,1.0703439712524414,130.67376708984375,5.156932353973389,5.099289894104004
2023-12-29T00:00:00,129.11447143554688,1.0693118572235107,130.60728454589844,5.23305606842041,-2.056014060974121
2023-12-30T00:00:00,129.06695556640625,1.067570447921753,130.58164978027344,5.1100239753723145,-2.590639591217041
2023-12-31T00:00:00,129.00726318359375,1.0653834342956543,130.56423950195312,3.862020254135132,4.158968448638916
2024-01-01T00:00:00,112.44678497314453,0.45858049392700195,127.08973693847656,2.9177911281585693,2.8155174255371094
